accuracy	canonical_pred_sha256	dataset	duplicate	engine_time_s	evaluator_sha256	exact	exact_count	exit_status	future_read_violations	input_clusters	input_reads	mean_ed	order_path	order_sha256	outer_wall_s	package	pred_clusters	pred_path	raw_pred_sha256	reads_sha256	round_time_s	runner_sha256	runner_worker_cpus	runner_workers	safe_batch_violations	seed	seed_source	session	stop_index_violations	threads	total_ed	total_truth_bases	truth_sha256	truth_original_sha256	truth_effective_sha256	truth_only_excluded	metric_counts_source
0.9973725430751351	04a414fd986b341e41053ceecd989c4040cae67456496fc5f99849016f98ec3c	oligo0	0	1.030675557	a9ccb311ac47f34a3934bb868bc3a21af0f77de0cf1355d5b680cd9bef516874	0.9215552523874488	1351	PASS	0	1466	167546	0.2837653478854025	threads_1/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/.internal/order.jsonl.gz	ca3f954b9b186b477627c10e7b19dc6781e041fd047d7e6b55c17a96a3097103	1.672414783	old	1466	threads_1/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/pred.tsv	5004be27b54e7afb721b8be3c934175d58330dcbdbdf7120db3bc1cfd294fed5	73db92a57b6eef4e1a66fcd4448865977a7e03f03c213b9ebd54f1894aedb805	1.298619031906128	23611c1d783167ec16913c8b151a1e4895d9bd7ce4f4a1843bc0a9947be260bf	0	1	0	6c2f91a47bd803e52a9c14f8d730be65	EXPLICIT	20260822T184829_372572	0	1	416	158328	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	0	PAIRED_NEW_EVALUATOR_AFTER_CANONICAL_IDENTITY
0.9973725430751351	04a414fd986b341e41053ceecd989c4040cae67456496fc5f99849016f98ec3c	oligo0	0	1.882770668	2b1d8974bd325b510ac63e0612f459b15a5d5125e60f065fddc11196c50ceff3	0.9215552523874488	1351	PASS	NOT_APPLICABLE	1466	167546	0.2837653478854025	.orders/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65.jsonl.gz	ca3f954b9b186b477627c10e7b19dc6781e041fd047d7e6b55c17a96a3097103	2.921550728	new	1466	threads_1/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/pred.tsv	8926f3ca7f049879f8132669f1a5ff9ef8bf3c6a9a500bb9bd3acba385d9cf6f	73db92a57b6eef4e1a66fcd4448865977a7e03f03c213b9ebd54f1894aedb805	2.1565791815519333	66ce485be663e65967a2e17dee1a6b23b84789e405ffef8bb97fe80ea74a1b2e	0	1	NOT_APPLICABLE	6c2f91a47bd803e52a9c14f8d730be65	EXPLICIT	acor_20260822T184831_705da9e9cdda428e93a9df47c4379069	NOT_APPLICABLE	1	416	158328	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	0	NATIVE_EVALUATOR
0.9973725430751351	04a414fd986b341e41053ceecd989c4040cae67456496fc5f99849016f98ec3c	oligo0	0	0.42561751	a9ccb311ac47f34a3934bb868bc3a21af0f77de0cf1355d5b680cd9bef516874	0.9215552523874488	1351	PASS	0	1466	167546	0.2837653478854025	threads_4/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/.internal/order.jsonl.gz	ca3f954b9b186b477627c10e7b19dc6781e041fd047d7e6b55c17a96a3097103	1.054513499	old	1466	threads_4/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/pred.tsv	5004be27b54e7afb721b8be3c934175d58330dcbdbdf7120db3bc1cfd294fed5	73db92a57b6eef4e1a66fcd4448865977a7e03f03c213b9ebd54f1894aedb805	0.6624458692967892	23611c1d783167ec16913c8b151a1e4895d9bd7ce4f4a1843bc0a9947be260bf	0,1,2,3	4	0	6c2f91a47bd803e52a9c14f8d730be65	EXPLICIT	20260822T184834_675714	0	4	416	158328	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	0	PAIRED_NEW_EVALUATOR_AFTER_CANONICAL_IDENTITY
0.9973725430751351	04a414fd986b341e41053ceecd989c4040cae67456496fc5f99849016f98ec3c	oligo0	0	0.692872252	2b1d8974bd325b510ac63e0612f459b15a5d5125e60f065fddc11196c50ceff3	0.9215552523874488	1351	PASS	NOT_APPLICABLE	1466	167546	0.2837653478854025	.orders/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65.jsonl.gz	ca3f954b9b186b477627c10e7b19dc6781e041fd047d7e6b55c17a96a3097103	1.566575885	new	1466	threads_4/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/pred.tsv	8926f3ca7f049879f8132669f1a5ff9ef8bf3c6a9a500bb9bd3acba385d9cf6f	73db92a57b6eef4e1a66fcd4448865977a7e03f03c213b9ebd54f1894aedb805	1.0370569042861462	66ce485be663e65967a2e17dee1a6b23b84789e405ffef8bb97fe80ea74a1b2e	0,1,2,3	4	NOT_APPLICABLE	6c2f91a47bd803e52a9c14f8d730be65	EXPLICIT	acor_20260822T184835_088c73d285ee4396a27a1a312c6430fc	NOT_APPLICABLE	4	416	158328	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	0	NATIVE_EVALUATOR
0.9973725430751351	04a414fd986b341e41053ceecd989c4040cae67456496fc5f99849016f98ec3c	oligo0	0	0.366474541	a9ccb311ac47f34a3934bb868bc3a21af0f77de0cf1355d5b680cd9bef516874	0.9215552523874488	1351	PASS	0	1466	167546	0.2837653478854025	threads_16/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/.internal/order.jsonl.gz	ca3f954b9b186b477627c10e7b19dc6781e041fd047d7e6b55c17a96a3097103	1.006438389	old	1466	threads_16/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/pred.tsv	5004be27b54e7afb721b8be3c934175d58330dcbdbdf7120db3bc1cfd294fed5	73db92a57b6eef4e1a66fcd4448865977a7e03f03c213b9ebd54f1894aedb805	0.6639426462352276	23611c1d783167ec16913c8b151a1e4895d9bd7ce4f4a1843bc0a9947be260bf	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	0	6c2f91a47bd803e52a9c14f8d730be65	EXPLICIT	20260822T184836_191832	0	16	416	158328	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	0	PAIRED_NEW_EVALUATOR_AFTER_CANONICAL_IDENTITY
0.9973725430751351	04a414fd986b341e41053ceecd989c4040cae67456496fc5f99849016f98ec3c	oligo0	0	0.396379841	2b1d8974bd325b510ac63e0612f459b15a5d5125e60f065fddc11196c50ceff3	0.9215552523874488	1351	PASS	NOT_APPLICABLE	1466	167546	0.2837653478854025	.orders/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65.jsonl.gz	ca3f954b9b186b477627c10e7b19dc6781e041fd047d7e6b55c17a96a3097103	1.323016491	new	1466	threads_16/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/pred.tsv	8926f3ca7f049879f8132669f1a5ff9ef8bf3c6a9a500bb9bd3acba385d9cf6f	73db92a57b6eef4e1a66fcd4448865977a7e03f03c213b9ebd54f1894aedb805	0.731265801936388	66ce485be663e65967a2e17dee1a6b23b84789e405ffef8bb97fe80ea74a1b2e	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	NOT_APPLICABLE	6c2f91a47bd803e52a9c14f8d730be65	EXPLICIT	acor_20260822T184837_bb4d893275ee41e0bb90572abd504b90	NOT_APPLICABLE	16	416	158328	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	0	NATIVE_EVALUATOR
0.9973725430751351	04a414fd986b341e41053ceecd989c4040cae67456496fc5f99849016f98ec3c	oligo0	0	0.330176365	a9ccb311ac47f34a3934bb868bc3a21af0f77de0cf1355d5b680cd9bef516874	0.9215552523874488	1351	PASS	0	1466	167546	0.2837653478854025	threads_20/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/.internal/order.jsonl.gz	ca3f954b9b186b477627c10e7b19dc6781e041fd047d7e6b55c17a96a3097103	0.913688563	old	1466	threads_20/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/pred.tsv	5004be27b54e7afb721b8be3c934175d58330dcbdbdf7120db3bc1cfd294fed5	73db92a57b6eef4e1a66fcd4448865977a7e03f03c213b9ebd54f1894aedb805	0.5690184123814106	23611c1d783167ec16913c8b151a1e4895d9bd7ce4f4a1843bc0a9947be260bf	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19	20	0	6c2f91a47bd803e52a9c14f8d730be65	EXPLICIT	20260822T184839_718274	0	20	416	158328	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	0	PAIRED_NEW_EVALUATOR_AFTER_CANONICAL_IDENTITY
0.9973725430751351	04a414fd986b341e41053ceecd989c4040cae67456496fc5f99849016f98ec3c	oligo0	0	0.402639643	2b1d8974bd325b510ac63e0612f459b15a5d5125e60f065fddc11196c50ceff3	0.9215552523874488	1351	PASS	NOT_APPLICABLE	1466	167546	0.2837653478854025	.orders/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65.jsonl.gz	ca3f954b9b186b477627c10e7b19dc6781e041fd047d7e6b55c17a96a3097103	1.362688888	new	1466	threads_20/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/pred.tsv	8926f3ca7f049879f8132669f1a5ff9ef8bf3c6a9a500bb9bd3acba385d9cf6f	73db92a57b6eef4e1a66fcd4448865977a7e03f03c213b9ebd54f1894aedb805	0.7639956921339035	66ce485be663e65967a2e17dee1a6b23b84789e405ffef8bb97fe80ea74a1b2e	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19	20	NOT_APPLICABLE	6c2f91a47bd803e52a9c14f8d730be65	EXPLICIT	acor_20260822T184840_1b9e49bca08041c6a9d5007cb4da2ced	NOT_APPLICABLE	20	416	158328	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	0	NATIVE_EVALUATOR
0.9973725430751351	04a414fd986b341e41053ceecd989c4040cae67456496fc5f99849016f98ec3c	oligo0	0	0.5349822	a9ccb311ac47f34a3934bb868bc3a21af0f77de0cf1355d5b680cd9bef516874	0.9215552523874488	1351	PASS	0	1466	167546	0.2837653478854025	threads_32/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/.internal/order.jsonl.gz	ca3f954b9b186b477627c10e7b19dc6781e041fd047d7e6b55c17a96a3097103	1.196538929	old	1466	threads_32/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/pred.tsv	5004be27b54e7afb721b8be3c934175d58330dcbdbdf7120db3bc1cfd294fed5	73db92a57b6eef4e1a66fcd4448865977a7e03f03c213b9ebd54f1894aedb805	0.8313669450581074	23611c1d783167ec16913c8b151a1e4895d9bd7ce4f4a1843bc0a9947be260bf	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	32	0	6c2f91a47bd803e52a9c14f8d730be65	EXPLICIT	20260822T184841_354457	0	32	416	158328	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	0	PAIRED_NEW_EVALUATOR_AFTER_CANONICAL_IDENTITY
0.9973725430751351	04a414fd986b341e41053ceecd989c4040cae67456496fc5f99849016f98ec3c	oligo0	0	0.501367014	2b1d8974bd325b510ac63e0612f459b15a5d5125e60f065fddc11196c50ceff3	0.9215552523874488	1351	PASS	NOT_APPLICABLE	1466	167546	0.2837653478854025	.orders/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65.jsonl.gz	ca3f954b9b186b477627c10e7b19dc6781e041fd047d7e6b55c17a96a3097103	1.476603325	new	1466	threads_32/round_01_seed_6c2f91a47bd803e52a9c14f8d730be65/pred.tsv	8926f3ca7f049879f8132669f1a5ff9ef8bf3c6a9a500bb9bd3acba385d9cf6f	73db92a57b6eef4e1a66fcd4448865977a7e03f03c213b9ebd54f1894aedb805	0.8743237406015396	66ce485be663e65967a2e17dee1a6b23b84789e405ffef8bb97fe80ea74a1b2e	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	32	NOT_APPLICABLE	6c2f91a47bd803e52a9c14f8d730be65	EXPLICIT	acor_20260822T184842_af2e795eb01a4a99ad456eb3b8f5eca1	NOT_APPLICABLE	32	416	158328	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	4f5892827cd6a03a641029c5ce657053185fa57eae68f9515fcde303345184b4	0	NATIVE_EVALUATOR
